episode,agent_id,behaviour,count,decision_module
1,1,"IF,medium berries,medium health,medium society wellbeing,THEN,move",7,RuleBasedDecisionModule
1,1,"IF,high berries,medium health,medium society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,1,"IF,medium berries,medium health,medium society wellbeing,THEN,throw",23,RuleBasedDecisionModule
1,1,"IF,medium berries,medium health,medium society wellbeing,THEN,eat",6,RuleBasedDecisionModule
1,1,"IF,no berries,medium health,low society wellbeing,THEN,move",47,RuleBasedDecisionModule
1,1,"IF,medium berries,medium health,low society wellbeing,THEN,throw",16,RuleBasedDecisionModule
1,1,"IF,no berries,medium health,medium society wellbeing,THEN,move",18,RuleBasedDecisionModule
1,1,"IF,medium berries,medium health,low society wellbeing,THEN,eat",5,RuleBasedDecisionModule
1,1,"IF,no berries,medium health,low society wellbeing,THEN,wait",5,RuleBasedDecisionModule
1,1,"IF,no berries,low health,low society wellbeing,THEN,move",96,RuleBasedDecisionModule
1,1,"IF,medium berries,low health,medium society wellbeing,THEN,eat",4,RuleBasedDecisionModule
1,1,"IF,medium berries,medium health,low society wellbeing,THEN,move",2,RuleBasedDecisionModule
1,1,"IF,medium berries,low health,low society wellbeing,THEN,eat",20,RuleBasedDecisionModule
1,1,"IF,no berries,low health,low society wellbeing,THEN,wait",4,RuleBasedDecisionModule
1,1,"IF,medium berries,low health,low society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,1,"IF,medium berries,low health,low society wellbeing,THEN,wait",3,RuleBasedDecisionModule
1,2,"IF,no berries,high health,high society wellbeing,THEN,move",6,RuleBasedDecisionModule
1,2,"IF,medium berries,high health,high society wellbeing,THEN,throw",15,RuleBasedDecisionModule
1,2,"IF,medium berries,high health,high society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,2,"IF,no berries,high health,medium society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,2,"IF,medium berries,high health,high society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,2,"IF,medium berries,medium health,high society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,2,"IF,medium berries,medium health,medium society wellbeing,THEN,throw",36,RuleBasedDecisionModule
1,2,"IF,medium berries,medium health,medium society wellbeing,THEN,move",7,RuleBasedDecisionModule
1,2,"IF,medium berries,low health,medium society wellbeing,THEN,eat",11,RuleBasedDecisionModule
1,2,"IF,medium berries,medium health,low society wellbeing,THEN,throw",16,RuleBasedDecisionModule
1,2,"IF,no berries,medium health,medium society wellbeing,THEN,move",16,RuleBasedDecisionModule
1,2,"IF,no berries,medium health,low society wellbeing,THEN,move",28,RuleBasedDecisionModule
1,2,"IF,no berries,low health,low society wellbeing,THEN,move",127,RuleBasedDecisionModule
1,2,"IF,no berries,low health,low society wellbeing,THEN,wait",7,RuleBasedDecisionModule
1,2,"IF,medium berries,low health,low society wellbeing,THEN,eat",21,RuleBasedDecisionModule
1,2,"IF,medium berries,medium health,medium society wellbeing,THEN,eat",2,RuleBasedDecisionModule
1,2,"IF,medium berries,medium health,low society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,2,"IF,medium berries,low health,medium society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,2,"IF,medium berries,medium health,low society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,2,"IF,medium berries,low health,low society wellbeing,THEN,wait",1,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",4,RuleBasedDecisionModule
1,3,"IF,medium berries,high health,high society wellbeing,THEN,throw",8,RuleBasedDecisionModule
1,3,"IF,medium berries,high health,high society wellbeing,THEN,move",4,RuleBasedDecisionModule
1,3,"IF,high berries,high health,high society wellbeing,THEN,throw",1,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,high society wellbeing,THEN,move",2,RuleBasedDecisionModule
1,3,"IF,high berries,medium health,high society wellbeing,THEN,throw",3,RuleBasedDecisionModule
1,3,"IF,high berries,medium health,medium society wellbeing,THEN,throw",7,RuleBasedDecisionModule
1,3,"IF,high berries,medium health,medium society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,medium society wellbeing,THEN,move",3,RuleBasedDecisionModule
1,3,"IF,high berries,medium health,medium society wellbeing,THEN,eat",1,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,medium society wellbeing,THEN,throw",16,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,medium society wellbeing,THEN,eat",7,RuleBasedDecisionModule
1,3,"IF,no berries,medium health,medium society wellbeing,THEN,move",39,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,low society wellbeing,THEN,throw",14,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,low society wellbeing,THEN,eat",19,RuleBasedDecisionModule
1,3,"IF,no berries,medium health,low society wellbeing,THEN,move",110,RuleBasedDecisionModule
1,3,"IF,no berries,medium health,low society wellbeing,THEN,wait",7,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,medium society wellbeing,THEN,wait",1,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,low society wellbeing,THEN,wait",1,RuleBasedDecisionModule
1,3,"IF,no berries,low health,low society wellbeing,THEN,move",39,RuleBasedDecisionModule
1,3,"IF,medium berries,low health,low society wellbeing,THEN,eat",12,RuleBasedDecisionModule
1,3,"IF,no berries,low health,low society wellbeing,THEN,wait",1,RuleBasedDecisionModule
