episode,agent_id,behaviour,count,decision_module
1,2,"IF,medium berries,low health,low society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,3,"IF,no berries,high health,high society wellbeing,THEN,move",5,RuleBasedDecisionModule
1,3,"IF,medium berries,high health,high society wellbeing,THEN,throw",10,RuleBasedDecisionModule
1,3,"IF,medium berries,high health,high society wellbeing,THEN,move",2,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,high society wellbeing,THEN,throw",5,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,medium society wellbeing,THEN,throw",22,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,medium society wellbeing,THEN,move",3,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,medium society wellbeing,THEN,eat",3,RuleBasedDecisionModule
1,3,"IF,no berries,medium health,medium society wellbeing,THEN,move",32,RuleBasedDecisionModule
1,3,"IF,no berries,medium health,low society wellbeing,THEN,move",44,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,low society wellbeing,THEN,throw",10,RuleBasedDecisionModule
1,3,"IF,medium berries,medium health,low society wellbeing,THEN,eat",14,RuleBasedDecisionModule
1,3,"IF,no berries,medium health,medium society wellbeing,THEN,wait",2,RuleBasedDecisionModule
1,3,"IF,no berries,medium health,low society wellbeing,THEN,wait",2,RuleBasedDecisionModule
1,3,"IF,no berries,low health,low society wellbeing,THEN,move",68,RuleBasedDecisionModule
1,3,"IF,medium berries,low health,low society wellbeing,THEN,eat",8,RuleBasedDecisionModule
1,3,"IF,medium berries,low health,low society wellbeing,THEN,move",1,RuleBasedDecisionModule
1,3,"IF,no berries,low health,low society wellbeing,THEN,wait",3,RuleBasedDecisionModule
